success,output_shine_inj1,enbi,nbar,np,hfactor,run_dir,batch_num
True,0.242768,912.6997555981606,1.8995797115139963,1.2292740408992755,1.1096198889475253,./data/GPR_VIGF1/batch_17/csv_runner-fb45730a-b63e-41d7-b12a-50e31e338b2f,17
True,0.241505,912.6997555981606,1.8995797115139963,1.2292740408992755,1.1096198889475253,./data/GPR_VIGF1/batch_17/csv_runner-eec7a571-11c7-4960-9503-4cddcad7b40c,17
True,0.243227,912.6997555981606,1.8995797115139963,1.2292740408992755,1.1096198889475253,./data/GPR_VIGF1/batch_17/csv_runner-a2f369d8-2615-452c-be33-a1f9c44d4885,17
True,0.235123,912.6997555981606,1.8995797115139963,1.2292740408992755,1.1096198889475253,./data/GPR_VIGF1/batch_17/csv_runner-24a3b87b-ef52-461f-bf75-9c0d283ee4a8,17
True,0.241044,912.6997555981606,1.8995797115139963,1.2292740408992755,1.1096198889475253,./data/GPR_VIGF1/batch_17/csv_runner-12552e7a-b7c1-4136-9f8c-6d8aec96adc6,17
True,0.22899,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,./data/GPR_VIGF1/batch_18/csv_runner-e7059d06-7c09-4a1b-99e0-00b6623c5a34,18
True,0.22179,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,./data/GPR_VIGF1/batch_18/csv_runner-a942866e-56ce-4c28-9f8c-7fe13f6f121f,18
True,0.223482,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,./data/GPR_VIGF1/batch_18/csv_runner-be60ecae-1bf1-493e-a4d7-b596a0f77bd3,18
True,0.225167,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,./data/GPR_VIGF1/batch_18/csv_runner-53355a1f-47f7-49ef-997c-141160931f69,18
True,0.218872,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,./data/GPR_VIGF1/batch_18/csv_runner-0ca6f5d8-c856-429e-a75e-1c1e57361ed9,18
True,0.035122,789.008607903771,3.6790141561918905,1.3246165776226544,1.458416086786863,./data/GPR_VIGF1/batch_19/csv_runner-f779d8eb-7140-482c-b27b-4ecfef9c6744,19
True,0.03568,789.008607903771,3.6790141561918905,1.3246165776226544,1.458416086786863,./data/GPR_VIGF1/batch_19/csv_runner-12ac158c-42dd-40a8-85d6-9a6fddf1a99d,19
True,0.036052,789.008607903771,3.6790141561918905,1.3246165776226544,1.458416086786863,./data/GPR_VIGF1/batch_19/csv_runner-212b5b2e-481b-47b9-b350-f420caf06fb2,19
True,0.037536,789.008607903771,3.6790141561918905,1.3246165776226544,1.458416086786863,./data/GPR_VIGF1/batch_19/csv_runner-fda273b3-7607-4095-b36e-2b260673165f,19
True,0.034935,789.008607903771,3.6790141561918905,1.3246165776226544,1.458416086786863,./data/GPR_VIGF1/batch_19/csv_runner-db419050-b186-4075-8f1b-7761e25cf3fd,19
True,0.112374,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,./data/GPR_VIGF1/batch_20/csv_runner-147ec2ac-6d51-496b-985a-c33a4e7be923,20
True,0.113632,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,./data/GPR_VIGF1/batch_20/csv_runner-406f6805-ea52-4ed8-894d-148466a1fc07,20
True,0.119718,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,./data/GPR_VIGF1/batch_20/csv_runner-0d89c116-ab33-4b71-86fd-e004c2c24f2a,20
True,0.11692,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,./data/GPR_VIGF1/batch_20/csv_runner-f7e451c0-e509-44ae-906a-3c0d7ca7b2fc,20
True,0.116764,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,./data/GPR_VIGF1/batch_20/csv_runner-c5d48d7a-4e2c-4351-b3a2-cbc16adbb4b3,20
True,0.284078,930.315200698065,1.6853936597950483,1.3339245794239931,0.8905539624207921,./data/GPR_VIGF1/batch_21/csv_runner-b65ad64b-c57f-4397-9bdf-c64a12c63bb2,21
True,0.28418,930.315200698065,1.6853936597950483,1.3339245794239931,0.8905539624207921,./data/GPR_VIGF1/batch_21/csv_runner-ca975bed-57d0-4266-ba80-b91f7fa5f791,21
True,0.279954,930.315200698065,1.6853936597950483,1.3339245794239931,0.8905539624207921,./data/GPR_VIGF1/batch_21/csv_runner-f7db4037-3086-49c3-a6aa-c78cf3108938,21
True,0.284999,930.315200698065,1.6853936597950483,1.3339245794239931,0.8905539624207921,./data/GPR_VIGF1/batch_21/csv_runner-7eda6c50-e4d4-4451-9b92-10a853f7b2ca,21
True,0.289369,930.315200698065,1.6853936597950483,1.3339245794239931,0.8905539624207921,./data/GPR_VIGF1/batch_21/csv_runner-4da09ac6-9ccf-436b-9506-998ba5600519,21
True,0.074417,518.4853636005871,2.2398903017496306,1.0243492361569255,0.8764976037801906,./data/GPR_VIGF1/batch_22/csv_runner-db113b60-618d-4d61-bfee-9faa8022f7bb,22
True,0.071495,518.4853636005871,2.2398903017496306,1.0243492361569255,0.8764976037801906,./data/GPR_VIGF1/batch_22/csv_runner-4476aaa1-3a34-43d9-a588-866f87929ac2,22
True,0.082569,518.4853636005871,2.2398903017496306,1.0243492361569255,0.8764976037801906,./data/GPR_VIGF1/batch_22/csv_runner-ff072394-6b29-4f24-b005-ee9bb6a006fe,22
True,0.082905,518.4853636005871,2.2398903017496306,1.0243492361569255,0.8764976037801906,./data/GPR_VIGF1/batch_22/csv_runner-592f85f3-f20e-49b2-b792-cf04b702ac1e,22
True,0.081051,518.4853636005871,2.2398903017496306,1.0243492361569255,0.8764976037801906,./data/GPR_VIGF1/batch_22/csv_runner-2917baba-e384-4664-b379-ceae3c99a569,22
True,0.18394,644.6600680511673,1.7343570026903596,1.2929806870480274,1.0869876717575302,./data/GPR_VIGF1/batch_23/csv_runner-78f192ec-7727-40a7-a764-30c3923f5fcb,23
True,0.189233,644.6600680511673,1.7343570026903596,1.2929806870480274,1.0869876717575302,./data/GPR_VIGF1/batch_23/csv_runner-6150b00b-5e1e-45c8-ad5a-53dd032db9be,23
True,0.192115,644.6600680511673,1.7343570026903596,1.2929806870480274,1.0869876717575302,./data/GPR_VIGF1/batch_23/csv_runner-b2b504ed-2c3a-44c1-8338-313a457dc871,23
True,0.192506,644.6600680511673,1.7343570026903596,1.2929806870480274,1.0869876717575302,./data/GPR_VIGF1/batch_23/csv_runner-7c51ae95-7bcc-4864-a837-c60d980f6677,23
True,0.181267,644.6600680511673,1.7343570026903596,1.2929806870480274,1.0869876717575302,./data/GPR_VIGF1/batch_23/csv_runner-25f738ef-8e57-4ec3-b26b-dbdfc9a9e046,23
True,0.140893,816.141406515105,2.3288805229090266,1.4609262250774977,1.0234095462256492,./data/GPR_VIGF1/batch_24/csv_runner-187fc54e-2991-441f-b706-c425671dfb3d,24
