,success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,enbi,nbar,np,hfactor,index,run_dir,batch_num
450,True,58.078289,20.481395,0.100234,0.090082,0.5055091579755148,37.62458539803823,994.5665013418028,3.046265483325173,1.4195348654408568,1.4932251650283908,135,/tmp/ShineRunner-983e3e8b-8e7e-4f05-8d54-638176cfa634,0
451,True,56.323915,19.168056,0.133749,0.112374,0.527350648244222,37.64419358968735,828.931642520264,2.44187652347767,1.3871607080709216,1.2698619893160148,91,/tmp/ShineRunner-0e84add7-7bdf-4af1-a0b6-7809e08053b9,0
452,True,46.935265,15.949468,0.003786,0.005371,0.6795824766159058,37.64409328699112,528.6159700766302,4.124240956023376,1.4638977150861403,1.3404758793730664,107,/tmp/ShineRunner-4ce637bd-b6e0-4322-9d3b-06ae8853079c,0
453,True,54.500371,16.222984,0.010097,0.006951,0.524701718489329,37.64273132483165,571.5109375833175,4.017778939045762,1.099102113606449,1.4374467589916198,104,/tmp/ShineRunner-afc421ef-2a79-4fdb-afd1-07d762953667,0
454,True,53.563903,16.117212,0.023437,0.021143,0.5588279366493225,37.65980345010757,610.398960604467,3.486725068018279,1.1445417908190958,1.314307591546406,299,/tmp/ShineRunner-7d46b5b9-72d8-4742-84bb-e58f2747b9e8,0
455,True,51.968233,19.119011,0.24812,0.235123,0.3611379186312357,37.659418066342674,873.394805674513,1.7548262700606043,1.4684065752668896,0.9686794025039792,47,/tmp/ShineRunner-1c04d523-b0a7-404a-aafc-6095e285fd7c,0
458,True,52.418024,17.24185,0.197174,0.190152,0.3139339884122212,37.7136759241422,549.9312385803647,1.4993484151582883,1.371800182553826,0.8161980662073626,517,/tmp/ShineRunner-caee8e40-574b-4f75-9ee1-044cfa45ac95,0
461,True,48.841905,16.300404,0.006359,0.005371,0.7012299815813701,37.80287655194601,688.1797367404131,4.941178797667017,1.3588801180018215,1.4658362620026888,396,/tmp/ShineRunner-8b2ab0b6-28fd-4f36-9ed8-0faf94c76b62,0
462,True,53.45965,16.565902,0.00833,0.007149,0.7059351046880086,37.80644314289093,587.673255726961,4.221673540350359,1.1992533117371065,1.4932719201523377,296,/tmp/ShineRunner-bdaa8d2a-c6b5-4467-8b1f-48d0632fe798,0
463,True,45.589617,15.893491,0.045619,0.035866,1.1283722996711731,37.80562138557434,704.5699888123986,3.247808925817917,1.4676906847832474,1.1273481796386176,220,/tmp/ShineRunner-f6dbe952-bacd-4b15-a3d8-a1c804b76d34,0
464,True,58.999758,19.06106,0.065071,0.051593,0.7578602949778239,37.85974625746409,650.4743458904699,2.7497697995467467,1.331432106381791,1.468936279932879,355,/tmp/ShineRunner-5b0bb055-d105-4749-aaa4-fdb3b9ab1a1d,0
465,True,55.79695,18.883492,0.056604,0.046711,0.7622639735539755,37.86124132474264,658.9955484760247,2.8199154428978126,1.4375024711173043,1.395792138775544,369,/tmp/ShineRunner-3cca5d02-b50a-4116-91a6-44df1bfe8809,0
466,True,44.212576,12.752917,0.040859,0.039201,0.7869885484377543,37.908992207050325,693.9208475818249,3.4199099921791016,1.005363822487838,0.946340361021569,133,/tmp/ShineRunner-1df304cd-8980-426f-87b8-963654967b94,0
467,True,44.212576,12.752917,0.041595,0.028938,0.7912230491638184,37.90007092158,693.9208475818249,3.4199099921791016,1.005363822487838,0.946340361021569,433,/tmp/ShineRunner-f5003c68-2040-46c0-b1cb-b41503dcee58,0
468,True,66.126217,21.808323,0.217527,0.204075,0.4909495592117309,37.90656207799911,724.9296499720631,1.6791394813021223,1.3551226006679933,1.3959342545815423,236,/tmp/ShineRunner-bc32c7f1-59ff-4936-a1c3-8d363d868a03,0
469,True,41.273801,13.187864,0.034376,0.037165,0.8026565512021383,37.90975699822108,916.1299006976004,4.140963172985928,1.1937391895150873,1.0018296727511709,11,/tmp/ShineRunner-c1974374-61bf-4049-b739-eb14bd1b151e,0
470,True,53.655297,16.622501,0.026101,0.022292,0.8215587218602498,37.91884438991546,802.9625888238638,4.126519967781428,1.1192764103136943,1.3945861900461511,406,/tmp/ShineRunner-23c3132d-c534-42b8-bb05-4ad4f11030be,0
471,True,52.832769,17.015803,0.033443,0.032508,0.8188959519068401,37.91890378793081,998.5173289187863,4.468480106954079,1.1419542189320195,1.3858276057626568,401,/tmp/ShineRunner-2e5d29bc-b9a0-4b36-aac6-e3e629ca0f9b,0
472,True,31.426522,10.308044,0.008133,0.006557,0.9631247480710348,37.918911802768704,650.9636957212458,4.641144340268439,1.390647017715758,0.8774118876972774,400,/tmp/ShineRunner-f5b4e031-34f9-4ccc-9656-a552b15f3e46,0
473,True,37.898609,10.582848,0.003388,0.003587,0.8226547439893087,37.91898140907288,545.2203634920663,4.546946955145152,1.0144997516022347,0.968579640628803,403,/tmp/ShineRunner-d05c1cc9-469e-409c-ac86-80d4ee47a58c,0
