success,current_drive_A,enbi,nbar,np,hfactor,run_dir,batch_num
True,332906.00939084374,997.2851719111468,8.46699466431356,1.405960288789698,1.2795821649855612,/tmp/csv_runner-fb7f394a-12c4-48be-9dee-0caa4b8b3527,18
True,333844.0822738288,997.2851719111468,8.46699466431356,1.405960288789698,1.2795821649855612,/tmp/csv_runner-7abf6008-7ec4-4864-9177-f57f2ec60147,18
True,9543.739705672931,500.2749638603433,7.057391950500836,1.3872786091975058,0.8955545390932083,/tmp/csv_runner-a433317b-09a8-4493-9794-83f89c92a2fb,19
True,9750.58845872128,500.2749638603433,7.057391950500836,1.3872786091975058,0.8955545390932083,/tmp/csv_runner-1efafc0b-9110-4fdd-b7fa-a7efc5137c28,19
True,9712.007791504073,500.2749638603433,7.057391950500836,1.3872786091975058,0.8955545390932083,/tmp/csv_runner-8fa4f52e-578a-452b-b648-07f0662c9f21,19
True,9460.524656373464,500.2749638603433,7.057391950500836,1.3872786091975058,0.8955545390932083,/tmp/csv_runner-b8c36833-4982-4d22-b84e-3591f6b20a5e,19
True,9533.404496916695,500.2749638603433,7.057391950500836,1.3872786091975058,0.8955545390932083,/tmp/csv_runner-75ae6dea-0601-4c32-9a49-8e56276bf781,19
True,57079.63426695901,694.2544760505999,11.97998001084306,1.4422877569445256,1.051460912800385,/tmp/csv_runner-f9b4fe8e-7abe-487f-8fe0-0ce6810a774e,20
True,58380.83869562163,694.2544760505999,11.97998001084306,1.4422877569445256,1.051460912800385,/tmp/csv_runner-55234f48-0695-4af0-8f38-29f3be1805a0,20
True,58913.77135697064,694.2544760505999,11.97998001084306,1.4422877569445256,1.051460912800385,/tmp/csv_runner-950010eb-8852-46e3-b34a-12ecb8b2af1e,20
True,58290.38042981848,694.2544760505999,11.97998001084306,1.4422877569445256,1.051460912800385,/tmp/csv_runner-2529a47b-6cde-4455-9688-5f6ea2f0d148,20
True,58590.126468368544,694.2544760505999,11.97998001084306,1.4422877569445256,1.051460912800385,/tmp/csv_runner-3cf6fccd-83c9-4e2d-8e55-f6dfd089876b,20
True,61870.5402697447,502.1743826323674,8.326472867640701,1.4016755881391976,1.3320427380463375,/tmp/csv_runner-83fc9586-7249-442a-87ae-c797def26468,21
True,60903.56657494539,502.1743826323674,8.326472867640701,1.4016755881391976,1.3320427380463375,/tmp/csv_runner-64e43512-6c87-4ee2-8a29-033528310c07,21
True,60075.99044149068,502.1743826323674,8.326472867640701,1.4016755881391976,1.3320427380463375,/tmp/csv_runner-3fccd7f8-f565-42ac-afc2-38bc19a950c8,21
True,62106.65895453685,502.1743826323674,8.326472867640701,1.4016755881391976,1.3320427380463375,/tmp/csv_runner-8aba0505-8e6c-4208-9f20-f90bdb3ea292,21
True,61010.58991465454,502.1743826323674,8.326472867640701,1.4016755881391976,1.3320427380463375,/tmp/csv_runner-9772ff93-d4d8-4499-9286-6654c7201eed,21
True,24987.519910992447,683.887590689934,5.759033220116184,1.133346981134007,0.8017553932917098,/tmp/csv_runner-a685b5cf-2288-43e3-ab78-7ac50cdec204,22
True,25086.50328208184,683.887590689934,5.759033220116184,1.133346981134007,0.8017553932917098,/tmp/csv_runner-0880eb48-d96d-4312-8579-f63b6fc2bdf4,22
True,25006.774214372097,683.887590689934,5.759033220116184,1.133346981134007,0.8017553932917098,/tmp/csv_runner-658c7bba-1396-4506-bf11-bc523c3714db,22
True,24785.560519138453,683.887590689934,5.759033220116184,1.133346981134007,0.8017553932917098,/tmp/csv_runner-5d3272e0-5691-4672-969d-03ea283854bf,22
True,24758.686783469155,683.887590689934,5.759033220116184,1.133346981134007,0.8017553932917098,/tmp/csv_runner-04f453c9-76a1-4133-b6f6-2ee067cf9b97,22
True,326882.4946987557,981.5380237631528,8.616889778033476,1.125921840135682,1.4916472664284313,/tmp/csv_runner-e91a8da8-f453-44be-a90e-99b4be944f0a,23
True,329684.16594444815,981.5380237631528,8.616889778033476,1.125921840135682,1.4916472664284313,/tmp/csv_runner-b2a769f9-e0ed-44e0-aac5-dc1ade3fcf4b,23
True,329598.6883488398,981.5380237631528,8.616889778033476,1.125921840135682,1.4916472664284313,/tmp/csv_runner-d0e5a51b-591b-48ea-b962-0ddd795e6ad5,23
True,330471.1646272162,981.5380237631528,8.616889778033476,1.125921840135682,1.4916472664284313,/tmp/csv_runner-c78023ec-df5f-4694-8e6e-d453f9c35ecb,23
