success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,bbnbi_n_markers,index,run_dir,batch_num
True,64.165598,20.526499,0.166667,0.166667,0.0004002571105957031,4.863008987903595,10,25,/tmp/ShineRunner-58e4b2ba-c11c-434b-8008-86ea670c8312,0
True,64.165598,20.526499,0.253085,0.243181,0.00038199424743652345,12.347498385111491,100000,69,/tmp/ShineRunner-faff3c7e-1264-435d-9169-724c713360e9,0
True,64.165598,20.526499,0.252482,0.241689,0.0004090706507364909,12.373236640294392,100000,59,/tmp/ShineRunner-a31567f4-4433-4af4-857c-60057e780c25,0
True,64.165598,20.526499,0.251665,0.241528,0.00047359466552734377,12.428971262772878,100000,49,/tmp/ShineRunner-d31336fa-1646-4c5b-8a70-d2354176cec6,0
True,64.165598,20.526499,0.253274,0.245454,0.0005975763003031412,12.374653164545695,100000,109,/tmp/ShineRunner-15f4d973-4a2a-4332-b9a9-b9ec213f4cfc,0
True,64.165598,20.526499,0.251161,0.242539,0.00047094027201334635,12.481572699546813,100000,39,/tmp/ShineRunner-ee8645a1-fbd7-444f-941a-c7798b2ff2b4,0
True,64.165598,20.526499,0.253219,0.244496,0.0005615353584289551,12.40943121512731,100000,9,/tmp/ShineRunner-2d9b32b6-f1b2-4044-9b40-40f73a8c8281,0
True,64.165598,20.526499,0.256804,0.24041,0.0005513668060302734,12.398624034722646,100000,79,/tmp/ShineRunner-3d03efbc-3023-44d0-9594-a17ffb994792,0
True,64.165598,20.526499,0.25209,0.240814,0.0005306283632914226,12.418020788828532,100000,99,/tmp/ShineRunner-9e410db5-aa0d-4da6-83bb-28cf3db051d0,0
True,64.165598,20.526499,0.251374,0.236618,0.000604259967803955,12.46279330253601,100000,29,/tmp/ShineRunner-eea72f75-4452-44f0-91f1-ec16b6948701,0
True,64.165598,20.526499,0.25411,0.241758,0.0007008512814839681,12.438818780581157,100000,89,/tmp/ShineRunner-d359bb7b-0fda-4637-804a-be5f5e2db663,0
True,64.165598,20.526499,0.253352,0.239162,0.0004909793535868327,12.448248052597046,100000,19,/tmp/ShineRunner-25a6d880-85c3-485b-8657-7a4c9003e46e,0
True,64.165598,20.526499,0.615385,0.375,0.0003506024678548177,4.656118293603261,10,155,/tmp/ShineRunner-22084723-8d2b-4766-a61a-90fbf5052cda,0
True,64.165598,20.526499,0.193548,0.193548,0.0004558761914571126,4.615455730756124,100,166,/tmp/ShineRunner-2538280f-978e-415a-874a-15a653d3d691,0
True,64.165598,20.526499,0.264706,0.333333,0.0005039294560750325,4.668949361642202,100,156,/tmp/ShineRunner-213f3eb9-65b1-4956-9a6d-46897d1fbe0f,0
True,64.165598,20.526499,0.272198,0.262537,0.0005470434824625651,4.73615421851476,1000,157,/tmp/ShineRunner-e518ec17-4a5d-4bf6-9357-7ce9618894b0,0
True,64.165598,20.526499,0.0,0.0,0.000614158312479655,4.6895323952039085,10,170,/tmp/ShineRunner-9130471f-9a75-4508-ad62-01ee2dbb9583,0
True,64.165598,20.526499,0.24812,0.241275,0.0006497263908386231,4.70757520198822,1000,167,/tmp/ShineRunner-46ebf4ba-731a-4b7c-bf6b-4d52135837a3,0
True,64.165598,20.526499,0.342105,0.350649,0.0006178538004557292,4.652254084746043,100,161,/tmp/ShineRunner-507bfb70-3fa4-42bd-a122-a8727f6181e1,0
True,64.165598,20.526499,0.255952,0.252616,0.0004457434018452962,4.693665734926859,1000,172,/tmp/ShineRunner-67a5a6bf-e91f-427c-8e4d-1bb2654e6d24,0
True,64.165598,20.526499,0.256837,0.233482,0.0004323283831278483,5.727370297908783,10000,163,/tmp/ShineRunner-209ab784-3a9b-4653-9cd0-2e9ffb6e08fe,0
True,64.165598,20.526499,0.180328,0.206349,0.0004934867223103842,4.622457063198089,100,171,/tmp/ShineRunner-4b7dac52-4bfe-4c24-92d5-b20d992b5b6f,0
True,64.165598,20.526499,0.247441,0.244713,0.0005330165227254231,5.640500462055206,10000,168,/tmp/ShineRunner-44c61a1d-1449-4b71-8b15-3c7b285ad19e,0
True,64.165598,20.526499,0.264706,0.230769,0.0004188696543375651,4.529356996218364,100,181,/tmp/ShineRunner-8a378dd2-b53f-4b53-87cc-62495a7afd41,0
True,64.165598,20.526499,0.444444,0.166667,0.00043805837631225584,4.525527302424113,10,175,/tmp/ShineRunner-470170b9-20f8-4abd-8dab-5791dbbc94e3,0
True,64.165598,20.526499,0.375,0.285714,0.0005494991938273112,4.649504828453064,10,180,/tmp/ShineRunner-fbdc2907-c93a-4627-b0cc-86d3553c2534,0
True,64.165598,20.526499,0.223602,0.259259,0.0006274700164794922,4.767465992768606,1000,182,/tmp/ShineRunner-5de4046b-5ee9-4bb2-9dab-492344126d88,0
True,64.165598,20.526499,0.375,0.545455,0.0009322444597880046,4.732548868656158,10,185,/tmp/ShineRunner-0f8198ee-b49c-49ac-b418-c30b0a102473,0
True,64.165598,20.526499,0.285714,0.166667,0.0011508782704671224,4.595272064208984,10,190,/tmp/ShineRunner-2d569142-0e1c-4c77-82db-ff894212e1d9,0
True,64.165598,20.526499,0.248685,0.247215,0.0019137144088745117,5.358357560634613,10000,173,/tmp/ShineRunner-2bd32335-5bde-47a3-adea-52554c8f8980,0
True,64.165598,20.526499,0.324324,0.264706,0.0017356475194295247,4.626755368709564,100,196,/tmp/ShineRunner-73134a73-5bd7-471a-9891-62cf9647cb98,0
True,64.165598,20.526499,0.295775,0.285714,0.0012891411781311036,4.800767759482066,100,191,/tmp/ShineRunner-57eb0766-507a-4962-aac8-6d182f7f269a,0
True,64.165598,20.526499,0.263623,0.254844,0.0019724726676940917,4.856996428966522,1000,187,/tmp/ShineRunner-bc20e551-c0b0-426e-a7cd-f823063e1429,0
True,64.165598,20.526499,0.166667,0.166667,0.0007831573486328125,4.922022223472595,10,195,/tmp/ShineRunner-bad2812d-3940-41cd-b923-fbb133e1db51,0
True,64.165598,20.526499,0.272198,0.250375,0.0009648323059082032,4.9872262636820475,1000,192,/tmp/ShineRunner-bd0203a0-199b-4731-8ca3-28e5715f75e4,0
